City,CityCode,District,DistrictCode,Ward,WardCode,Level,English,FullAddress,JSON,name,formatted_address,place_id,reference,id,geometry_location_lng,geometry_location_lat,geometry_viewport_southwest_lng,geometry_viewport_southwest_lat,geometry_viewport_northeast_lng,geometry_viewport_northeast_lat,types,center_lat,center_lng,radius
Thành phố Hồ Chí Minh,79,Quận Thủ Đức,762,Phường Bình Thọ,26824,Phường,,Phường Bình Thọ Quận Thủ Đức Thành phố Hồ Chí Minh,,Bình Thọ,"Bình Thọ, Thủ Đức, Hồ Chí Minh, Vietnam",ChIJyww3x6YndTERTvmhFMwCfX8,CmRbAAAAoFq5qXQ3lubOyX6xbdG_x9r3xfH7MlXFEyeedZ_3OfK5nzG4DPgafgfsNXcGqCvxij0T21Z8EZvfqE07AG4M1MLEEHw-cpHBkI8KMXNQGEwLHgYJixZAeEotjSXPr2ipEhD54Y2nToGR0Mr3pcE9kCFwGhSC6_Xh93iiGn5uSP81s8Z3ob5M1w,d160d20edf532ff0dd7cc5c63bf48d8e7d8d9446,106.7662221,10.8467644,106.7586114,10.8378956,106.7739679,10.8506556,"sublocality_level_1,sublocality,political",10.8442756,106.76628965,1097.6905863184586
Thành phố Hồ Chí Minh,79,Quận Thủ Đức,762,Phường Trường Thọ,26827,Phường,,Phường Trường Thọ Quận Thủ Đức Thành phố Hồ Chí Minh,,Trường Thọ,"Trường Thọ, Thủ Đức, Hồ Chí Minh, Vietnam",ChIJoWIo9rIndTEREVe6Vi3nY7c,CmRbAAAAmxDonf7UE-NN26TWsOzrrun3jorTTDJLBBxbF5k_XoajDKjPjv4iAdt8eQOwmiBcvq_vsj44sliCpjLXq6VoVjFYw9DS8Th0o3wfsOLrunLKNRNJHPXxewbzGEolzTAREhBhvd0B-o3kSzE6omjoxRZvGhT1VMrnn3oLj_ep1l-N_JBUu2WxKA,3586966178873319e9fdbc7708220450184ff66f,106.7559004,10.832358,106.7465424,10.8132883,106.7671375,10.8512452,"sublocality_level_1,sublocality,political",10.832266749999999,106.75683995,2389.790278347374
Thành phố Hồ Chí Minh,79,Quận 9,763,Phường Long Bình,26830,Phường,,Phường Long Bình Quận 9 Thành phố Hồ Chí Minh,,Long Bình,"Long Bình, Quận 9, Hồ Chí Minh, Vietnam",ChIJiTsjZqYgdTERB5h_A8XCjWc,CmRbAAAADOwNG5wET419Wb-0_IpCvk9jN1eSDC91By0O1slxEcPLHsnLWCmwzT2BYIEL4oQxiKrYMauLjlkIoTOd8AdtiMkIoKB_lBI9rJivTV-lGkRpu94rUpAhZ6VZ81hf7rjBEhCtkNjEGg5bjjUrJfWIhFGhGhQvVA2errjaqfj4y_q59iVXo7wESg,d4a4dd14dfadfa283fa3ef89e051194616e41cce,106.8283134,10.8909381,106.8140078,10.8306925,106.858306,10.8984635,"sublocality_level_1,sublocality,political",10.864578,106.83615689999999,4474.678749248623
Thành phố Hồ Chí Minh,79,Quận 9,763,Phường Long Thạnh Mỹ,26833,Phường,,Phường Long Thạnh Mỹ Quận 9 Thành phố Hồ Chí Minh,,Long Thạnh Mỹ,"Long Thạnh Mỹ, Quận 9, Hồ Chí Minh, Vietnam",ChIJz8GxfLUgdTER8DF8kWOQMP8,CmRbAAAAAQV4xPFRoLYCrtMtpmE4xFnekQzZgRYXhh6vJ1C51j3-_eglIDe6uKQ_L-fRr8I1T_jiVxSEs2VDgzVgsHefrbYNrKwmQTEoBLMdRdJFWLB2zrJnSStfgJWufznWXMnlEhBlmcsl5mTLBdU51vvHn0O-GhQvy5vJOFZsEZVUlopxRedfF2SUcQ,27426ba1b8f5ec094ffd27ee278570cca26c1dfb,106.8237374,10.8421949,106.8008673,10.8254529,106.8389809,10.8707412,"sublocality_level_1,sublocality,political",10.84809705,106.8199241,3264.662098753072
Thành phố Hồ Chí Minh,79,Quận 9,763,Phường Tân Phú,26836,Phường,,Phường Tân Phú Quận 9 Thành phố Hồ Chí Minh,,Tân Phú,"Tân Phú, Quận 9, Hồ Chí Minh, Vietnam",ChIJI56kVVsndTERzqYDx6XvkHw,CmRbAAAAD36pu8x9yLXFpQH38E_ZPHyjBZoRnTiLuK5ASs0Ozu1C_3BBP6Nga6liBivB6PAML9Blgy1keL4SUriecJA-nyT5kHNlQyEUSYbXGZh3tdgv7-JxNJA9QfsRveUavemtEhBjNBgmoxBe-OQCdz7i41mOGhQbetONAjWl8glHDks1cbF8dxENpw,4d257c621d0814646fbddc08374bbc274de00966,106.8030892,10.8569656,106.7864609,10.8481985,106.8138179,10.8718757,"sublocality_level_1,sublocality,political",10.8600371,106.8001394,1989.788614629405
Thành phố Hồ Chí Minh,79,Quận 9,763,Phường Hiệp Phú,26839,Phường,,Phường Hiệp Phú Quận 9 Thành phố Hồ Chí Minh,,Hiep Phu,"Hiep Phu, District 9, Ho Chi Minh, Vietnam",ChIJJ27-Dw0ndTERKeWm0v4K730,CmRbAAAAOMxacZn47gtpnqtfw4aGzseigPIZEuHqjRf76nelVbgrofIIUdRdio5xVaO5_DzKLbCqje98_Wc4FmlTbIq30ahKfs7XnPnDZ8rWg7IFZVzzJyjYWBUvbH25akAyLtPSEhA7J95wTjXOU9ZF-mWIMGZ6GhQQdWHVAXhqNlUoB2E6jL-BfVp3eg,8e6ac92a166d1a06a2db1d9a5c790e00591268fb,106.7809682,10.8486667,106.7685779,10.8387263,106.7917781,10.8572629,"sublocality_level_1,sublocality,political",10.8479946,106.780178,1632.0697873365439
Thành phố Hồ Chí Minh,79,Quận 9,763,Phường Tăng Nhơn Phú A,26842,Phường,,Phường Tăng Nhơn Phú A Quận 9 Thành phố Hồ Chí Minh,,Tăng Nhơn Phú A,"Tăng Nhơn Phú A, Quận 9, Hồ Chí Minh, Vietnam",ChIJCR3J3D0ndTER4obeLgMFhC8,CmRbAAAA5ffG5jklQimht8M003CR8wlZGozy-nx-sK_AlhWJM8Di9i2hj-KQNkQAjCYWv-b0kb0ZmoR7-RAULFesz5bxiKHdl_I5v29LjxYtcI9PA-CYQp07SNR8Ou_WsK4buNNmEhCiTWq2xi7dMO96is9yB6I4GhRq5hii8Pd3sOJaGpuRiU7GpcN9QQ,d0ff7b57b451450eaf5297b7119b2685b62fe8f2,106.79719,10.8409534,106.7857428,10.8321046,106.805984,10.854055,"sublocality_level_1,sublocality,political",10.8430798,106.7958634,1645.4789146406292
Thành phố Hồ Chí Minh,79,Quận 9,763,Phường Tăng Nhơn Phú B,26845,Phường,,Phường Tăng Nhơn Phú B Quận 9 Thành phố Hồ Chí Minh,,Tăng Nhơn Phú B,"Tăng Nhơn Phú B, Quận 9, Hồ Chí Minh, Vietnam",ChIJuckznR4ndTER5_FzfqWYxY4,CmRbAAAAcJP35Sp-EXJYE060aD9ACnUBD2IJY0XlNdn8_IlVCuvXThKDnywgGaiWPNh7urri2h59dVF7-SgJdgYXi1xkLfaV93dOhqHi1jOV_RikVtJYuYMUmX-Nmb2FJEtL2G5hEhDM7GBWZXXQc0QEDuO_jMMyGhTae9dca4QOr9ipiDYNznRhIai2ew,5c633ecdb742e657e613e83536e651c442a33dbd,106.7853922,10.8307175,106.7724679,10.817798,106.8044649,10.8446889,"administrative_area_level_3,political",10.831243449999999,106.7884664,2298.1813558791755
Thành phố Hồ Chí Minh,79,Quận 9,763,Phường Phước Long B,26848,Phường,,Phường Phước Long B Quận 9 Thành phố Hồ Chí Minh,,Phước Long B,"Phước Long B, Quận 9, Hồ Chí Minh, Vietnam",ChIJf3huf_AmdTERYgZGPDxNMSg,CmRbAAAAgEly-u0FLNujEVRWvBQwkLPqQOA5Tk3IYg7YXyDLkIvaXAgGwb82o_i6Do1wz2Emps8M9Qo87cfFF7pL1QcPPCMieAr2cZhdPiUHcTHoA9_r14WUikU-qdnk0JC8ysoZEhCVncd244qzMU789-jkckBwGhS31p0SxroC7TZVQNMuJU4j_mo-8A,a78d9a466904d2d559dcae904e48f6c6456fd534,106.7794935,10.8147076,106.7659272,10.7944148,106.7934143,10.8402398,"sublocality_level_1,sublocality,political",10.8173273,106.77967075,2955.235709747086
Thành phố Hồ Chí Minh,79,Quận 9,763,Phường Phước Long A,26851,Phường,,Phường Phước Long A Quận 9 Thành phố Hồ Chí Minh,,Phước Long A,"Phước Long A, Quận 9, Hồ Chí Minh, Vietnam",ChIJS6Qb6FMmdTER-PlxjhXh9KA,CmRbAAAA6y7gEWSB7IxS2DvvOFzch22pI_CNHTQcvWJaQQpYLrkOKWxiK2y7etk65xjbI0WOF_dBaUKbBINxB8n8evm-ntE3ei8E2SbtNMzNk6dA6RdWvVIbwlTFjv8SjA6B5bPlEhBBpLCF4y4Fm8AsjR2aNUEJGhRiE5u7dqxHxMv2ZJiD2AxoILxrKw,ebebbce6eba9187b80e60dcea2c01501c1cfd52a,106.7617984,10.8211367,106.7555599,10.8129,106.7710479,10.8361239,"administrative_area_level_3,political",10.824511950000002,106.7633039,1542.5753660104199
Thành phố Hồ Chí Minh,79,Quận 9,763,Phường Trường Thạnh,26854,Phường,,Phường Trường Thạnh Quận 9 Thành phố Hồ Chí Minh,,Trường Thạnh,"Trường Thạnh, Quận 9, Hồ Chí Minh, Vietnam",ChIJe7TJmjchdTER1A35qNTEEmw,CmRbAAAAx0J7J7Ox8F2w9AsSOtGpqKcgt_UJBHnuKXu9KtECNjhYYlZuKpBl76vteB0w-qn748_7ei-PpxGeOAwfOjG9d_YwASFlfZQ-NDIGSei_JcqrRwE7oP_BBsR1hU20vXIAEhAgaO4dNxomdF6zP0UPlZAAGhRTogzH43DgbfTp1BDZt2bX95Weuw,d183d625482409209551a45fedf3877369d0fa31,106.8325872,10.8117526,106.8062942,10.7812326,106.8513378,10.830716,"sublocality_level_1,sublocality,political",10.805974299999999,106.82881599999999,3688.272879354445
Thành phố Hồ Chí Minh,79,Quận 9,763,Phường Long Phước,26857,Phường,,Phường Long Phước Quận 9 Thành phố Hồ Chí Minh,,phường Long Phước,"phường Long Phước, Quận 9, Hồ Chí Minh, Vietnam",ChIJ0SoK7QwhdTERXeAQGsRw_Sw,CmRbAAAA4CTlWjz7bFWCGUXuD6gzW3FldtVVwyalHzHJ1tb1zDAm0Pp2525YeP3YcSNkSd2T0a6k0eqdzzOKj_sqRyWpBb8SQjYAYVEwDfCYwaZRaVvGJN80Cf2GtU8Aj-oirU_rEhBOYOMjJM6GpV--nrNHf6NBGhRwCR69FvRI1dRmEug5upA0-pV2ZQ,032c871f07a0d40b7e18658fda1a8024dc2f1a90,106.8591387,10.8075496,106.8331374,10.7653619,106.8819235,10.843047,"sublocality_level_1,sublocality,political",10.80420445,106.85753045,5071.653832476178
Thành phố Hồ Chí Minh,79,Quận 9,763,Phường Long Trường,26860,Phường,,Phường Long Trường Quận 9 Thành phố Hồ Chí Minh,,Long Trường,"Long Trường, Quận 9, Hồ Chí Minh, Vietnam",ChIJTRvRiE0hdTERtIxnUigpf6w,CmRbAAAAZFREyYBOQHr8h8FB3Vm_nfw4IGXXo9NVV1W5mCwgnEQKwZwHIg7Nv1XusFpWoRhOI_KIkUlcfGwNgIMK9r8-d8G_kGe_GbsBUViYflZ95xW4nmTu9iaJ3K4lNeTo5Gq3EhA98BLhGbZGo5vDAy9ff-hmGhRiLeLPSWR8xYSOo_FD09B_KSjzbQ,3ae686a50fb30047fa67cfb72d2f1fc53dbff4bc,106.8237374,10.7986358,106.7993209,10.7600643,106.8439502,10.8271817,"sublocality_level_1,sublocality,political",10.793623,106.82163555,4454.329639326488
Thành phố Hồ Chí Minh,79,Quận 9,763,Phường Phước Bình,26863,Phường,,Phường Phước Bình Quận 9 Thành phố Hồ Chí Minh,,Phước Bình,"Phước Bình, Quận 9, Hồ Chí Minh, Vietnam",ChIJZRWJK_YmdTERpfIqsCtwOEg,CmRbAAAAtYlRbiJJe8ACz02oIOVjiBv54VOQF5AT5g7OyozFbNhNrKCoUuG220FA3pv2n6Gt1DPHwMnzvXw7oDzKZV-X546pjGkJFQNJIP-3b_Iyb069_YCYjz9fketp2eNit-R_EhA_7xz1aNkyrpdLjjLVvTnUGhRqWfGqgQ7A9C4vlCjzcBTgcJTC9w,7f9c58927c6719d471f612fb6966ca54ceae263c,106.7721204,10.8137558,106.7656656,10.8076972,106.7762414,10.8221541,"sublocality_level_1,sublocality,political",10.81492565,106.7709535,989.1293207668092
Thành phố Hồ Chí Minh,79,Quận 9,763,Phường Phú Hữu,26866,Phường,,Phường Phú Hữu Quận 9 Thành phố Hồ Chí Minh,,Phú Hữu,"Phú Hữu, Quận 9, Hồ Chí Minh, Vietnam",ChIJC1vf3bomdTERkasxdvP6GQs,CmRbAAAAItkY43FTVpdA9t4dIXO7CdtUPVDFjBO4lfbnK7-nnjHVCxwD9L8fMpRMzWfGOTsS-hIpRHxXmc3UmmggD-3y3_xuWuyxRUVnQ2Mhg80haMHtuoUU3L1OyLHATJXSqTTbEhALRaMZM9S2mBqtO0VTlpUoGhRfS-MnSHXZhJKfC2gdtz1PcMBqhQ,15e1fae2288e6b0acf157cb544cd42ac92c66ac2,106.8001396,10.7890603,106.7810307,10.7691039,106.8258574,10.8213204,"sublocality_level_1,sublocality,political",10.79521215,106.80344405,3795.2404132495235
Thành phố Hồ Chí Minh,79,Quận Gò Vấp,764,Phường 15,26869,Phường,,Phường 15 Quận Gò Vấp Thành phố Hồ Chí Minh,,phường 15,"phường 15, Gò Vấp, Hồ Chí Minh, Vietnam",ChIJnRtWJLQpdTERn-4iHQlY41M,CmRbAAAAwTJ3geDK_jl6dfVFkB6wTWDjlWXnKp7EzaJpWFYF1qdIOJvsXTNiZOPmQ0wvFwWt95C_zW9ssZuVoyekDrF6rXMKm2cpit7waUPJXmFhF8-i-T22xJ0woE7CWvLCIIzkEhBTx7Sqe5HDDzyERfLyuh5JGhR9b-gJhBhtaMCNbcRfDliK-eKIAQ,5e3babc08e8c8c795e2a5e59a336cbfb5de5261a,106.6678466,10.8514643,106.661861,10.8443773,106.6769357,10.8607,"sublocality_level_1,sublocality,political",10.85253865,106.66939835,1224.4293105176766
Thành phố Hồ Chí Minh,79,Quận Gò Vấp,764,Phường 13,26872,Phường,,Phường 13 Quận Gò Vấp Thành phố Hồ Chí Minh,,Phường 13,"Phường 13, Gò Vấp, Hồ Chí Minh, Vietnam",ChIJ2coDN78pdTERC7gM08NCB4o,CmRbAAAAqwdP2EKfQHh2296SdsbQ3kNCAPFV0xDR2YdlHUbXMYb8Fn0Ur4iDg2lCsRVxOBjdCcRZskjYXUQafuYsL7vgFIj1J0PTyDrdlWYtCNI2fIxbq3d0QvUboOnAjTt9QfNSEhCvNFIGw-EP8XkWYDoaRDXlGhTXOsRSyz67r5l73oJYBVbMdBQF8w,24a6bdcf729034ff469da99d55ec426a868e7a63,106.6584938,10.8551871,106.6500505,10.8513419,106.6660637,10.8607836,"sublocality_level_1,sublocality,political",10.85606275,106.65805710000001,1019.1998690740452
Thành phố Hồ Chí Minh,79,Quận Gò Vấp,764,Phường 17,26875,Phường,,Phường 17 Quận Gò Vấp Thành phố Hồ Chí Minh,,Phường 17,"Phường 17, Gò Vấp, Hồ Chí Minh, Vietnam",ChIJM3eKpFModTERoUfK4QHefm8,CmRbAAAAjRyJcpNSUg0PzFx60ccc2yxtDVr_b1iNoc-Wy8m4Q2l10nVZLrGe8594-m9DP5l94sqTPtt2wT5fY0hLXjGvvJnoajZjZsO-oZvcb4q9EVx-Z_tlBwZLKe0zH4CiT5OJEhDX_B3hHyoXTVBGIxToXlpAGhQCHRypawIbQquWzhryTXTt6nh-cQ,f69f030c82c190e5848f9e6101d0302fb661b8bc,106.6748181,10.8409406,106.6705641,10.8341519,106.6839208,10.8519552,"sublocality_level_1,sublocality,political",10.84305355,106.67724245,1228.7375385510543
Thành phố Hồ Chí Minh,79,Quận Gò Vấp,764,Phường 6,26876,Phường,,Phường 6 Quận Gò Vấp Thành phố Hồ Chí Minh,,phường 6,"phường 6, Gò Vấp, Hồ Chí Minh, Vietnam",ChIJYZO7j1EodTERveMASbWPmaA,CmRbAAAAWNwIK7cWE5x8Ovd08Hxz8uSOgueSTIylo-XhmywFtsmk4_FW2kUxYA6cw3avW8abUSTU17CmwNGAbfRkdQ26B8I-3kuLxM8JlbRfy5d7MhJBfCSN7L_2qY6ygujUysH0EhDCXMOgh6YV-jaVdJleqRyiGhSPyzz5MZjBqmvtFc0eGp0oNlBcFQ,35402315daee87fe099f6b914709e973c29d1d3c,106.6816998,10.8384391,106.6766453,10.8321186,106.6891415,10.8518124,"sublocality_level_1,sublocality,political",10.8419655,106.68289340000001,1289.339479896492
Thành phố Hồ Chí Minh,79,Quận Gò Vấp,764,Phường 16,26878,Phường,,Phường 16 Quận Gò Vấp Thành phố Hồ Chí Minh,,phường 16,"phường 16, Gò Vấp, Hồ Chí Minh, Vietnam",ChIJI1Us_q8pdTERK9WgQAZH9wM,CmRbAAAAaNO87KHrNpDgfNcuhnZjT8Bc9LNrPc3LXgTRyVPcKHBAKKlAg8wqhQh93WevbKlOqG5iEVxaGQBZGoI5ku0FiOy1R7AzKiwXalIzLznCWLuFOtNPkm8rRtKjARzwn5x0EhDaxSIyVo8LGk3kNWYjY5SbGhRFZaVo6MMRxugVb7lvw543PGdgWw,b778d2c3f7749a4b52539ff6d237b2e1090ed731,106.6650311,10.846657,106.6561053,10.8387443,106.6733151,10.8524806,"sublocality_level_1,sublocality,political",10.84561245,106.6647102,1210.17166843717
Thành phố Hồ Chí Minh,79,Quận Gò Vấp,764,Phường 12,26881,Phường,,Phường 12 Quận Gò Vấp Thành phố Hồ Chí Minh,,phường 12,"phường 12, Gò Vấp, Hồ Chí Minh, Vietnam",ChIJN6Xng5spdTERONvEnlnAOIQ,CmRbAAAARrXGwvinleeuOfL4I7I_xsFTd4AWqWrJhiOyIoRJ6xUn_i2uYCEHcARE5oVgcpC4oVFYSvr8sonH3qjlZfzxtcyARNZFIkEyCRNdm4xUO1m8ywR4QEco2R7UWpsa2da0EhAa8zLfejZTihSKNDvBWXI_GhQ_X_bCFGPAlJYumo1jnmYlItzkZA,69970b0c83f3f61853054f76c30acd6b62a44b55,106.6394461,10.8347203,106.6339339,10.8233335,106.6471195,10.8442229,"sublocality_level_1,sublocality,political",10.833778200000001,106.64052670000001,1365.630676859706
Thành phố Hồ Chí Minh,79,Quận Gò Vấp,764,Phường 14,26882,Phường,,Phường 14 Quận Gò Vấp Thành phố Hồ Chí Minh,,phường 14,"phường 14, Gò Vấp, Hồ Chí Minh, Vietnam",ChIJ9TtHYpopdTERN8qV1NmyPgI,CmRbAAAAsdUD304hWvvAdszzOA2V4-ye7kyR5hnadIrgaYowG1q4EDq_Z3eK2g0qWr899KKkAZLu7POFPCWHtr6gb4lF7BrhS-eR5D2jiRVjn_Q-XgXPY5dHnFLrHQDiDxy4qDmrEhAPeXPjr57ZqXGO0O2yc0-AGhQU1Srtup3h_K73LJtwBfMmzwOJLg,ca0d50797f92d7fc3c3116cbe0af7bc63c4821b1,106.6367,10.8423134,106.6319704,10.8323365,106.6560031,10.8592695,"sublocality_level_1,sublocality,political",10.845803,106.64398675000001,1989.8319261090844
Thành phố Hồ Chí Minh,79,Quận Gò Vấp,764,Phường 10,26884,Phường,,Phường 10 Quận Gò Vấp Thành phố Hồ Chí Minh,,phường 10,"phường 10, Gò Vấp, Hồ Chí Minh, Vietnam",ChIJtVBewgApdTERUt6clN0hB8w,CmRbAAAA3g9MIZOhgtaDW-TxQ0n7Mv-7CbAFf9qwqrqveXsuAfs0nCsLR6g8BiVfXCCvzzLjVJhH9nw3KmTY57H6BhphwKRq2DTPSSkFSMqvYmGYmGIapjcgyBldJPxj2DYQ9-YsEhA5sg-26gr1LCXq9tbscqqOGhSqZMXxJ3vMeWx0jL4tDKQXgxPGyg,6e2a2899c16898d90a7774a8a95e7814057610ae,106.6718702,10.8329295,106.6635531,10.8261863,106.680012,10.8387633,"sublocality_level_1,sublocality,political",10.8324748,106.67178255,1138.0340029354227
Thành phố Hồ Chí Minh,79,Quận Gò Vấp,764,Phường 05,26887,Phường,,Phường 05 Quận Gò Vấp Thành phố Hồ Chí Minh,,UBND phường 5,"288 Đường Nguyễn Thái Sơn, phường 5, Gò Vấp, Hồ Chí Minh, Vietnam",ChIJa5yMgfoodTER1qFizMxHm3s,CmRRAAAACWO70vS4lC4BGmGIvOSLeSMigcm-gG7owlwnyeLZgs8fZP8uZ5ceTsT8JiH1ElQ_9-dAGq8FOwVCxWeCQvNl_PxSNKRxoeTPtcWnDUNBNFv9TE5HA2cmVD9TN5VMlAudEhBOfWx58s4ShUoG0r3PMv-9GhQPJdpCEbX19U6GT0hYQKfCkRaPCA,2323a5cd216092a32b454ad8e8e80d41b074de60,106.6879459,10.8249318,106.6865481197085,10.8236660197085,106.6892460802915,10.8263639802915,"local_government_office,point_of_interest,establishment",10.825015,106.6878971,210.1209941739836
Thành phố Hồ Chí Minh,79,Quận Gò Vấp,764,Phường 07,26890,Phường,,Phường 07 Quận Gò Vấp Thành phố Hồ Chí Minh,,Phường 7,"Phường 7, Gò Vấp, Hồ Chí Minh, Vietnam",ChIJmd1tZfkodTERJQaGvvpXOno,CmRbAAAAIo15NBwEkDvzEGc0LdABLZyWN2cDybUUPhYqUlfEiZu9_7R8YXa4zFsewq7WvkgaXyZJJPf6lnPYmUkdyStaAzLwVJ3ljsjQoVF9mb5X5HFM_DP7rHkPN67ZCAc-AW8bEhBzXPT7ROeoVCoTE5RYVWHGGhT1RRio2lQtKia1ofr2mIWHDn9q1Q,9ffbedd93151e8b4b1fc544879c6be262af26eba,106.683662,10.829553,106.6759533,10.8230412,106.6905739,10.8341571,"sublocality_level_1,sublocality,political",10.82859915,106.6832636,1009.013762082808
Thành phố Hồ Chí Minh,79,Quận Gò Vấp,764,Phường 04,26893,Phường,,Phường 04 Quận Gò Vấp Thành phố Hồ Chí Minh,,Điện Nước Nam Sài Gòn,"04, Đường Số 5, Phường 5, Quận Gò Vấp, Thành Phố Hồ Chí Minh, Hồ Chí Minh, Vietnam",ChIJFdqjSfIodTERo-_ZcQuspJk,CmRSAAAAH0AOg2iz5QHYWOXcuiQRB6h7t3PUkEBbw622HQ90tfTLM3EEjVpB2j1jeBZ1GvnDYRzhTFzjH21dl8qawsyIt--g5PYgGHY_iqWxSyK2STObjtCUzsYFyea8S5SM5HT8EhDbXx86fPJ80Jr9GkR7mJbSGhQ93cv3qQQdYHoH8ocEnYUoqwAB0g,164db6c9cbc08ea7c48a4ff9cab050ade2ade416,106.6956139,10.8243663,106.6942649197085,10.8230173197085,106.6969628802915,10.8257152802915,"store,point_of_interest,establishment",10.824366300000001,106.6956139,210.12121751613708
Thành phố Hồ Chí Minh,79,Quận Gò Vấp,764,Phường 01,26896,Phường,,Phường 01 Quận Gò Vấp Thành phố Hồ Chí Minh,,UBND phường 1,"489 Lê Quang Định, phường 1, Gò Vấp, Hồ Chí Minh, Vietnam",ChIJ81pPTe8odTERdcj4nMUXsa8,CmRSAAAA2B4EWa1Z5rFkdLojgjU2ac8u4TjRzqYIu_wSum1YeV4CF-ryxPbEVQAH0KvwC41IYKjlRWRgEU068ff5sRED1Lr2_b6F_KLQEBpxP07b27trvWoDv7ovNUWoIDl2CLfmEhBU9zjuI4xrIZlt2oCUx9PKGhRGYZ6ab_xsgxfkOTe8-ZudEMeaZg,ad183e20a2c0fc832bf95cca7ef33bcd1fbd7d4e,106.6888638,10.8173588,106.6875484197085,10.8159911197085,106.6902463802915,10.8186890802915,"point_of_interest,establishment",10.8173401,106.6888974,210.12363574574064
Thành phố Hồ Chí Minh,79,Quận Gò Vấp,764,Phường 9,26897,Phường,,Phường 9 Quận Gò Vấp Thành phố Hồ Chí Minh,,Phường 9,"Phường 9, Gò Vấp, Hồ Chí Minh, Vietnam",ChIJ49telpcpdTERQKrgaDul7kk,CmRbAAAAu1wg1pMxmB5JOOXB60LGnP0fqv5eMZ3kSLhdbmYn5DD8Eh_XE-CV-9YrVS42dBCxVkJM88UNxWCvWfx5hFz1qy_MgOMgRhjoZSOQxpcpVWglV8_f7y-KNtKiGshxSX4bEhD7FQYxjwUqAg1634zRbNmkGhQSPeBnOv9G0acNANGyAkjQ_6eO4A,b703192b2161cb67f655dc1c90f0ced3655caad2,106.6541837,10.8475319,106.6444159,10.8425559,106.6580386,10.851388,"sublocality_level_1,sublocality,political",10.84697195,106.65122725,890.7606703173508
Thành phố Hồ Chí Minh,79,Quận Gò Vấp,764,Phường 8,26898,Phường,,Phường 8 Quận Gò Vấp Thành phố Hồ Chí Minh,,phường 8,"phường 8, Gò Vấp, Hồ Chí Minh, Vietnam",ChIJTacM054pdTERuBbp7h6eRsU,CmRbAAAARpTO-iz4WS5q0UMkwv4SEiMNQ7dQ7kd1ImY7BCJkAMBa52PguP-sl46GiVYJij7laPQsgMW4lGQ3N855irfvbynTvUg2HsM-AlLFMDzUThdx3zzohaVkD6NJr1WxMgHtEhBpiMNnEqRhcS2UhlVqzyZWGhSPboZWNulrkuI7H7qyue2ye8Vvrg,7db45afcb2b6590c8c83bf6dc1b8ce9967fe9f9e,106.6512361,10.8422445,106.6402102,10.8353713,106.6583847,10.8463092,"sublocality_level_1,sublocality,political",10.84084025,106.64929745,1163.1981773320044
Thành phố Hồ Chí Minh,79,Quận Gò Vấp,764,Phường 11,26899,Phường,,Phường 11 Quận Gò Vấp Thành phố Hồ Chí Minh,,phường 11,"phường 11, Gò Vấp, Hồ Chí Minh, Vietnam",ChIJDT_UCqEpdTERnngb8a8kwoQ,CmRbAAAAYct_gDQ2NcAFkwP9xNHf1xBbPbvulDdktTsJYgUs1HRj_T8sODoK-v2NtxaOKgj8uT0cN55xg2hGVPFTEN6r6xokklU7ZaeBBDdaAJwRanIflsQnYZkCiJGCwbTEG4C_EhB3dHRow7wZw5JwwYIXCrMsGhR0nW_6wiJmhb5avkX87KtCpfL3wA,ac21cd56ab26630e181fe951015ead4c593aef41,106.6600791,10.8390308,106.6569899,10.8306849,106.6653183,10.8474943,"sublocality_level_1,sublocality,political",10.8390896,106.6611541,1038.6887197545361
Thành phố Hồ Chí Minh,79,Quận Gò Vấp,764,Phường 03,26902,Phường,,Phường 03 Quận Gò Vấp Thành phố Hồ Chí Minh,,3/8D Đường Cao Thắng,"3/8D Đường Cao Thắng, phường 5, Quận 3, Hồ Chí Minh, Vietnam",ChIJi3ZS4SIvdTERhhL0ZWMVhss,CmRbAAAAWoJ4vPUz_oQLFFwyzs6v4TMsmOxTgEYgoiCUQqoJXJvV59-OpLt5lvYX6a2vmx7zt2OoCrhfWT3MT4Rtoh3-Ec6Epzpfg3ZHCkc0AVK0GcIEm30SC0w-JjMsg1zftmgKEhBl-Ty4RBnQUybAsS9ToJz2GhTahB-Zv59My8EzRg1PxTGQfULEnw,ceb99694773e5611da94978c697e1779a061adab,106.6862868,10.770528,106.6849378197085,10.7691790197085,106.6876357802915,10.7718769802915,street_address,10.770527999999999,106.6862868,210.13970834951576
Thành phố Hồ Chí Minh,79,Quận Bình Thạnh,765,Phường 13,26905,Phường,,Phường 13 Quận Bình Thạnh Thành phố Hồ Chí Minh,,phường 13,"phường 13, Bình Thạnh, Hồ Chí Minh, Vietnam",ChIJwR51i4sodTER0px2Y2fRSgU,CmRbAAAAMyoI64c6qipIU2rYjRrbZRtwXqcjd7hS0hb6PE5UVXHLDJOJ5NF66Ry46kg92B8YNPreTnqWrB5XaPdSsocJYHvwmDuV0z64-cyf4gaMey6gS-aYoVfuY-ckls3MK7cTEhA7E7vHrU0udalHSE-mJASAGhTc3zas8NLAHVh_cX8UEntaf-o_Lw,05f7f697039365597e6d2086b5eaa2c51792972d,106.7042991,10.8256869,106.6952492,10.8165066,106.7129946,10.8393124,"sublocality_level_1,sublocality,political",10.8279095,106.7041219,1594.8506686919998
